InvoiceNo,Date,Country,ProductID,Shop,Gender,Size (US),Size (Europe),Size (UK),UnitPrice,Discount,Year,Month,SalePrice
62705,42567.98611,United States,2194,US11,Male,9.5,42-43,9,179,0.3,2016,7,125.3
62706,42568.03611,Germany,2175,GER2,Male,8.5,41-42,8,139,0.5,2016,7,69.5
62707,42568.22611,Germany,2147,GER1,Male,10.5,43-44,10,179,0,2016,7,179
62708,42568.28611,Germany,2220,GER2,Male,10.5,43-44,10,189,0.2,2016,7,151.2
62709,42568.34611,Canada,2184,CAN6,Male,9.5,42-43,9,189,0,2016,7,189
62710,42568.37611,United States,2206,US4,Male,9.5,42-43,9,169,0,2016,7,169
62711,42568.43611,Canada,2231,CAN5,Female,6.5,37,4.5,159,0,2016,7,159
62712,42568.72611,Germany,2217,GER1,Male,8,41,7.5,179,0.3,2016,7,125.3
62713,42568.73611,Germany,2231,GER2,Male,10.5,43-44,10,189,0,2016,7,189
62714,42568.77611,United States,2227,US15,Female,8.5,39,6.5,149,0,2016,7,149
62715,42568.82611,Canada,2226,CAN1,Male,9.5,42-43,9,129,0,2016,7,129
62716,42568.89611,United States,2241,US13,Female,8,38-39,6,139,0,2016,7,139
62717,42568.93611,United States,2183,US6,Male,12,45,11.5,169,0.1,2016,7,152.1
62718,42569.02611,United Kingdom,2221,UK1,Male,11,44,10.5,139,0,2016,7,139
62719,42569.03611,Germany,2166,GER2,Male,11.5,44-45,11,149,0,2016,7,149
62720,42569.27611,Germany,2186,GER2,Male,9.5,42-43,9,179,0,2016,7,179
62721,42569.28611,United States,2153,US4,Female,9,39-40,7,159,0.1,2016,7,143.1
62722,42569.31611,Germany,2165,GER3,Male,11.5,44-45,11,159,0.1,2016,7,143.1
62723,42569.31611,Canada,2240,CAN2,Male,11.5,44-45,11,189,0,2016,7,189
62723,42569.31611,Canada,2224,CAN7,Male,9.5,42-43,9,169,0.3,2016,7,118.3
62724,42569.37611,United States,2230,US2,Male,7.5,40-41,7,189,0,2016,7,189
62725,42569.70611,Germany,2196,GER2,Male,15,48,14.5,139,0,2016,7,139
62726,42569.72611,Germany,2242,GER2,Male,9,42,8.5,189,0,2016,7,189
62727,42569.72611,Germany,2225,GER1,Male,9.5,42-43,9,179,0,2016,7,179
62728,42569.73611,United States,2213,US13,Male,11,44,10.5,139,0,2016,7,139
62729,42569.74611,Germany,2186,GER1,Male,11,44,10.5,179,0.1,2016,7,161.1
62730,42569.74611,Canada,2227,CAN6,Female,6.5,37,4.5,189,0.1,2016,7,170.1
62731,42569.77611,United States,2214,US13,Male,10,43,9.5,139,0,2016,7,139
62732,42569.79611,United Kingdom,2214,UK3,Male,9,42,8.5,159,0,2016,7,159
62733,42569.82611,United States,2217,US12,Male,9.5,42-43,9,129,0,2016,7,129
62733,42569.82611,United States,2185,US1,Female,9.5,40,7.5,129,0,2016,7,129
62734,42570.02611,United Kingdom,2151,UK2,Male,9.5,42-43,9,149,0,2016,7,149
62735,42570.11611,United States,2207,US14,Female,9.5,40,7.5,129,0.3,2016,7,90.3
62736,42570.28611,United States,2175,US7,Male,10,43,9.5,199,0,2016,7,199
62737,42570.31611,Canada,2164,CAN7,Male,11,44,10.5,149,0.2,2016,7,119.2
62737,42570.31611,Canada,2240,CAN2,Male,11.5,44-45,11,189,0,2016,7,189
62737,42570.31611,Canada,2153,CAN6,Female,8,38-39,6,189,0,2016,7,189
62738,42570.37611,United States,2178,US14,Male,10,43,9.5,169,0,2016,7,169
62739,42570.38611,United States,2193,US12,Male,10,43,9.5,179,0,2016,7,179
62740,42570.43611,Canada,2166,CAN2,Male,7.5,40-41,7,159,0,2016,7,159
62741,42570.44611,Germany,2211,GER1,Male,9,42,8.5,149,0.5,2016,7,74.5
62742,42570.47611,Germany,2151,GER1,Male,12,45,11.5,189,0.1,2016,7,170.1
62743,42570.63611,United States,2165,US5,Female,8.5,39,6.5,129,0.3,2016,7,90.3
62744,42570.71611,Germany,2170,GER1,Female,10.5,41,8.5,189,0.1,2016,7,170.1
62745,42570.71611,Canada,2148,CAN1,Male,9.5,42-43,9,149,0,2016,7,149
62746,42570.71611,United States,2162,US2,Male,11,44,10.5,179,0.2,2016,7,143.2
62747,42570.72611,Germany,2182,GER2,Male,10.5,43-44,10,159,0.5,2016,7,79.5
62748,42570.72611,United Kingdom,2239,UK4,Female,8,38-39,6,139,0.3,2016,7,97.3
62749,42570.73611,United States,2166,US13,Female,8.5,39,6.5,129,0,2016,7,129
62750,42570.74611,Canada,2231,CAN5,Female,6.5,37,4.5,159,0,2016,7,159
62751,42570.79611,United Kingdom,2221,UK1,Male,11,44,10.5,139,0,2016,7,139
62752,42570.82611,Germany,2173,GER2,Male,10.5,43-44,10,169,0,2016,7,169
62753,42570.89611,Germany,2203,GER2,Male,9,42,8.5,169,0.2,2016,7,135.2
62754,42570.97611,Germany,2187,GER1,Male,10,43,9.5,179,0,2016,7,179
62755,42571.02611,United Kingdom,2220,UK4,Male,8,41,7.5,169,0,2016,7,169
62756,42571.05611,Germany,2189,GER1,Male,9.5,42-43,9,139,0,2016,7,139
62757,42571.09611,United States,2241,US13,Female,8,38-39,6,139,0,2016,7,139
62758,42571.11611,United States,2196,US7,Male,10,43,9.5,199,0,2016,7,199
62759,42571.30611,Germany,2167,GER3,Male,10,43,9.5,199,0,2016,7,199
62760,42571.31611,Canada,2219,CAN6,Male,9,42,8.5,169,0,2016,7,169
62760,42571.31611,Canada,2164,CAN7,Male,11,44,10.5,149,0.2,2016,7,119.2
62760,42571.31611,Canada,2237,CAN6,Female,8,38-39,6,199,0.3,2016,7,139.3
62761,42571.42611,Germany,2182,GER1,Male,9,42,8.5,149,0,2016,7,149
62762,42571.47611,Germany,2232,GER3,Male,10,43,9.5,179,0.5,2016,7,89.5
62763,42571.52611,United States,2235,US1,Male,9.5,42-43,9,169,0.3,2016,7,118.3
62764,42571.57611,Canada,2199,CAN1,Female,9,39-40,7,129,0.3,2016,7,90.3
62765,42571.63611,United States,2240,US12,Male,10,43,9.5,129,0.5,2016,7,64.5
62766,42571.70611,United States,2237,US12,Female,8.5,39,6.5,169,0.5,2016,7,84.5
62767,42571.71611,United States,2226,US13,Female,7,37-38,5,189,0.2,2016,7,151.2
62767,42571.71611,United States,2233,US1,Male,9.5,42-43,9,139,0.1,2016,7,125.1
62768,42571.71611,United Kingdom,2187,UK2,Female,9.5,40,7.5,139,0.1,2016,7,125.1
62769,42571.72611,Germany,2175,GER2,Male,10.5,43-44,10,139,0.5,2016,7,69.5
62770,42571.73611,United States,2217,US13,Female,8.5,39,6.5,159,0,2016,7,159
62771,42571.76611,United Kingdom,2214,UK2,Female,9,39-40,7,139,0.2,2016,7,111.2
62771,42571.76611,United Kingdom,2177,UK2,Female,9,39-40,7,189,0,2016,7,189
62772,42571.79611,United Kingdom,2151,UK2,Male,9.5,42-43,9,149,0,2016,7,149
62773,42571.82611,Germany,2186,GER2,Male,9.5,42-43,9,179,0,2016,7,179
62774,42572.06611,Germany,2200,GER3,Male,10.5,43-44,10,169,0.5,2016,7,84.5
62775,42572.09611,Germany,2164,GER1,Male,10,43,9.5,149,0.3,2016,7,104.3
62776,42572.11611,United States,2210,US10,Male,9,42,8.5,139,0.3,2016,7,97.3
62776,42572.11611,United States,2206,US10,Male,14,47,13.5,129,0,2016,7,129
62777,42572.19611,United Kingdom,2206,UK2,Female,9.5,40,7.5,149,0.5,2016,7,74.5
62778,42572.19611,United States,2180,US5,Female,8,38-39,6,149,0,2016,7,149
62779,42572.20611,Germany,2197,GER1,Male,8.5,41-42,8,189,0,2016,7,189
62780,42572.20611,United States,2215,US13,Female,8,38-39,6,149,0,2016,7,149
62781,42572.40611,United States,2193,US13,Female,7.5,38,5.5,179,0,2016,7,179
62782,42572.42611,United States,2227,US13,Female,8,38-39,6,199,0,2016,7,199
62783,42572.47611,Germany,2195,GER2,Male,10,43,9.5,169,0,2016,7,169
62784,42572.47611,Germany,2198,GER2,Male,10.5,43-44,10,179,0,2016,7,179
62785,42572.57611,United States,2177,US14,Male,9,42,8.5,189,0,2016,7,189
62786,42572.59611,United States,2226,US13,Female,7,37-38,5,189,0.2,2016,7,151.2
62786,42572.59611,United States,2177,US7,Female,7,37-38,5,129,0,2016,7,129
62787,42572.63611,United States,2193,US12,Male,7.5,40-41,7,149,0.3,2016,7,104.3
62788,42572.70611,United States,2200,US12,Male,9,42,8.5,189,0,2016,7,189
62789,42572.71611,United States,2232,US13,Male,11,44,10.5,149,0.2,2016,7,119.2
62790,42572.76611,United Kingdom,2214,UK3,Male,9,42,8.5,159,0,2016,7,159
62790,42572.76611,United Kingdom,2214,UK2,Female,9,39-40,7,139,0.2,2016,7,111.2
62791,42572.76611,Germany,2204,GER1,Male,9,42,8.5,199,0,2016,7,199
62792,42572.81611,Canada,2227,CAN7,Female,9,39-40,7,129,0,2016,7,129
62793,42573.00611,Germany,2241,GER1,Female,9.5,40,7.5,149,0,2016,7,149
62794,42573.05611,Germany,2217,GER1,Male,8,41,7.5,179,0.3,2016,7,125.3
62795,42573.06611,Germany,2220,GER1,Male,9,42,8.5,189,0.1,2016,7,170.1
62796,42573.08611,United Kingdom,2189,UK5,Female,4.5,35,2.5,199,0,2016,7,199
62796,42573.08611,United Kingdom,2175,UK4,Female,4.5,35,2.5,199,0.3,2016,7,139.3
62797,42573.09611,Germany,2223,GER1,Male,9.5,42-43,9,179,0.2,2016,7,143.2
62798,42573.11611,United States,2203,US3,Male,11,44,10.5,179,0.5,2016,7,89.5
62798,42573.11611,United States,2221,US7,Male,11,44,10.5,149,0.5,2016,7,74.5
62799,42573.20611,Germany,2201,GER3,Male,15,48,14.5,129,0,2016,7,129
62800,42573.20611,Germany,2182,GER1,Male,9,42,8.5,149,0,2016,7,149
62801,42573.33611,Germany,2238,GER3,Male,9.5,42-43,9,129,0.5,2016,7,64.5
62802,42573.36611,Canada,2204,CAN3,Male,8,41,7.5,169,0,2016,7,169
62803,42573.42611,United States,2159,US13,Female,8,38-39,6,139,0.3,2016,7,97.3
62804,42573.47611,Germany,2151,GER1,Male,12,45,11.5,189,0.1,2016,7,170.1
62805,42573.55611,United States,2160,US5,Male,11,44,10.5,179,0,2016,7,179
62806,42573.55611,United Kingdom,2236,UK4,Male,9.5,42-43,9,199,0,2016,7,199
62807,42573.55611,Germany,2165,GER1,Male,10,43,9.5,169,0,2016,7,169
62808,42573.55611,Canada,2218,CAN3,Male,10.5,43-44,10,179,0,2016,7,179
62809,42573.57611,United States,2241,US14,Male,7,40,6.5,159,0,2016,7,159
62810,42573.58611,United States,2219,US15,Female,8,38-39,6,139,0,2016,7,139
62811,42573.59611,Canada,2218,CAN3,Male,11,44,10.5,139,0,2016,7,139
62811,42573.59611,Canada,2148,CAN1,Male,9.5,42-43,9,149,0,2016,7,149
62811,42573.59611,Canada,2214,CAN5,Female,8.5,39,6.5,199,0,2016,7,199
62812,42573.70611,United States,2214,US12,Male,11.5,44-45,11,139,0,2016,7,139
62813,42573.71611,United States,2172,US13,Male,8.5,41-42,8,139,0,2016,7,139
62814,42573.76611,Germany,2197,GER2,Male,10.5,43-44,10,179,0.2,2016,7,143.2
62815,42573.76611,United Kingdom,2221,UK1,Male,11,44,10.5,139,0,2016,7,139
62815,42573.76611,United Kingdom,2214,UK3,Male,9,42,8.5,159,0,2016,7,159
62816,42573.81611,Canada,2199,CAN1,Female,9,39-40,7,129,0.3,2016,7,90.3
62817,42573.86611,Germany,2222,GER2,Male,10.5,43-44,10,129,0.1,2016,7,116.1
62818,42573.99611,United States,2209,US15,Female,8,38-39,6,199,0,2016,7,199
62819,42574.06611,United States,2210,US12,Male,10.5,43-44,10,149,0.2,2016,7,119.2
62819,42574.06611,United States,2166,US4,Female,9,39-40,7,149,0.1,2016,7,134.1
62819,42574.06611,United States,2237,US11,Male,9.5,42-43,9,199,0.2,2016,7,159.2
62820,42574.06611,Germany,2179,GER2,Female,7.5,38,5.5,129,0.3,2016,7,90.3
62821,42574.08611,United Kingdom,2189,UK5,Female,4.5,35,2.5,199,0,2016,7,199
62822,42574.08611,Canada,2156,CAN6,Male,10,43,9.5,159,0,2016,7,159
62823,42574.11611,United States,2203,US3,Male,11,44,10.5,179,0.5,2016,7,89.5
62824,42574.20611,United States,2227,US13,Female,8,38-39,6,199,0,2016,7,199
62825,42574.28611,United States,2179,US13,Female,9,39-40,7,139,0,2016,7,139
62826,42574.28611,Germany,2197,GER1,Male,8.5,41-42,8,189,0,2016,7,189
62827,42574.31611,Canada,2205,CAN1,Male,7.5,40-41,7,159,0.5,2016,7,79.5
62828,42574.34611,United Kingdom,2176,UK2,Male,10,43,9.5,179,0.5,2016,7,89.5
62829,42574.34611,Germany,2173,GER2,Male,9,42,8.5,139,0.3,2016,7,97.3
62830,42574.36611,Canada,2224,CAN7,Male,9.5,42-43,9,169,0.3,2016,7,118.3
62831,42574.47611,Germany,2232,GER3,Male,10,43,9.5,179,0.5,2016,7,89.5
62832,42574.55611,United States,2204,US13,Female,7.5,38,5.5,159,0,2016,7,159
62832,42574.55611,United States,2206,US13,Female,9,39-40,7,139,0,2016,7,139
62832,42574.55611,United States,2160,US13,Female,9.5,40,7.5,129,0.5,2016,7,64.5
62833,42574.55611,Canada,2172,CAN1,Male,9.5,42-43,9,179,0.2,2016,7,143.2
62834,42574.58611,Germany,2195,GER2,Male,10,43,9.5,169,0,2016,7,169
62835,42574.60611,United Kingdom,2153,UK4,Female,10.5,41,8.5,149,0,2016,7,149
62836,42574.71611,United States,2235,US13,Male,7.5,40-41,7,149,0.1,2016,7,134.1
62837,42574.76611,Germany,2205,GER2,Female,8,38-39,6,159,0.3,2016,7,111.3
62838,42574.82611,Canada,2165,CAN7,Male,9,42,8.5,149,0.2,2016,7,119.2
62839,42574.99611,Germany,2187,GER1,Male,10,43,9.5,179,0,2016,7,179
62840,42575.00611,United States,2169,US6,Male,9,42,8.5,129,0.2,2016,7,103.2
62841,42575.06611,United States,2206,US4,Female,8.5,39,6.5,159,0,2016,7,159
62841,42575.06611,United States,2153,US4,Female,9,39-40,7,159,0.1,2016,7,143.1
62842,42575.08611,Canada,2156,CAN6,Male,10,43,9.5,159,0,2016,7,159
62843,42575.09611,Germany,2204,GER1,Male,9,42,8.5,199,0,2016,7,199
62844,42575.11611,Canada,2192,CAN7,Male,9.5,42-43,9,129,0,2016,7,129
62845,42575.12611,Germany,2174,GER1,Male,9.5,42-43,9,129,0.3,2016,7,90.3
62846,42575.15611,Canada,2217,CAN1,Female,9,39-40,7,179,0.1,2016,7,161.1
62847,42575.31611,United States,2188,US15,Female,8,38-39,6,129,0,2016,7,129
62848,42575.34611,United Kingdom,2195,UK4,Male,10,43,9.5,199,0.2,2016,7,159.2
62849,42575.34611,Germany,2168,GER1,Male,9,42,8.5,159,0,2016,7,159
62850,42575.36611,Canada,2240,CAN2,Male,11.5,44-45,11,189,0,2016,7,189
62851,42575.37611,United States,2215,US13,Male,8,41,7.5,139,0.3,2016,7,97.3
62852,42575.55611,United States,2186,US13,Female,6.5,37,4.5,149,0,2016,7,149
62852,42575.55611,United States,2193,US13,Female,7.5,38,5.5,169,0.1,2016,7,152.1
62852,42575.55611,United States,2213,US13,Female,9,39-40,7,189,0,2016,7,189
62852,42575.55611,United States,2215,US13,Female,9.5,40,7.5,169,0.5,2016,7,84.5
62853,42575.58611,Canada,2209,CAN7,Female,12,42-43,10,129,0.3,2016,7,90.3
62854,42575.58611,Germany,2151,GER1,Male,12,45,11.5,189,0.1,2016,7,170.1
62855,42575.68611,Germany,2163,GER1,Male,14,47,13.5,149,0.3,2016,7,104.3
62856,42575.71611,United States,2222,US13,Male,11,44,10.5,169,0.2,2016,7,135.2
62857,42575.76611,Germany,2172,GER3,Male,9,42,8.5,129,0,2016,7,129
62858,42575.82611,United States,2209,US15,Female,8,38-39,6,199,0,2016,7,199
62859,42575.91611,United States,2240,US12,Male,10,43,9.5,129,0.5,2016,7,64.5
62860,42575.96611,United States,2235,US15,Male,11,44,10.5,169,0,2016,7,169
62861,42575.99611,Germany,2211,GER1,Male,9,42,8.5,149,0.5,2016,7,74.5
62862,42576.06611,United States,2175,US7,Male,10,43,9.5,199,0,2016,7,199
62863,42576.10611,United Kingdom,2207,UK2,Male,10,43,9.5,149,0.3,2016,7,104.3
62864,42576.10611,Canada,2207,CAN2,Female,9.5,40,7.5,129,0.1,2016,7,116.1
62865,42576.11611,Canada,2204,CAN3,Male,8,41,7.5,169,0,2016,7,169
62866,42576.15611,Canada,2240,CAN2,Female,9,39-40,7,129,0.1,2016,7,116.1
62867,42576.28611,United Kingdom,2193,UK3,Male,8.5,41-42,8,179,0.3,2016,7,125.3
62868,42576.30611,Canada,2226,CAN3,Female,12,42-43,10,159,0.2,2016,7,127.2
62869,42576.31611,United States,2219,US15,Female,8,38-39,6,139,0,2016,7,139
62870,42576.34611,United Kingdom,2214,UK4,Female,8,38-39,6,149,0.1,2016,7,134.1
62870,42576.34611,United Kingdom,2185,UK2,Female,9,39-40,7,139,0.1,2016,7,125.1
62871,42576.37611,United States,2172,US13,Male,8.5,41-42,8,139,0,2016,7,139
62872,42576.44611,United States,2192,US3,Female,7.5,38,5.5,169,0,2016,7,169
62873,42576.48611,United States,2152,US13,Female,9,39-40,7,149,0,2016,7,149
62874,42576.48611,Germany,2225,GER1,Male,11,44,10.5,179,0,2016,7,179
62875,42576.56611,United States,2224,US11,Male,9.5,42-43,9,159,0,2016,7,159
62875,42576.56611,United States,2229,US1,Male,11,44,10.5,139,0.3,2016,7,97.3
62876,42576.58611,United States,2206,US4,Male,9.5,42-43,9,169,0,2016,7,169
62877,42576.70611,Germany,2171,GER1,Male,9,42,8.5,149,0,2016,7,149
62877,42576.70611,Germany,2202,GER1,Female,8,38-39,6,199,0.3,2016,7,139.3
62877,42576.70611,Germany,2201,GER1,Female,9,39-40,7,169,0,2016,7,169
62878,42576.74611,United Kingdom,2174,UK4,Female,8,38-39,6,159,0,2016,7,159
62879,42576.82611,Germany,2167,GER1,Female,6.5,37,4.5,189,0.5,2016,7,94.5
62879,42576.82611,Germany,2187,GER1,Male,10,43,9.5,179,0,2016,7,179
62880,42576.85611,Canada,2219,CAN1,Female,8,38-39,6,129,0,2016,7,129
62881,42576.96611,Canada,2231,CAN6,Female,8.5,39,6.5,199,0,2016,7,199
62882,42576.96611,Germany,2241,GER1,Female,9.5,40,7.5,149,0,2016,7,149
62883,42576.99611,Germany,2163,GER3,Male,11,44,10.5,169,0.1,2016,7,152.1
62884,42577.08611,Canada,2160,CAN5,Male,9,42,8.5,169,0,2016,7,169
62885,42577.10611,United Kingdom,2236,UK2,Male,8,41,7.5,159,0,2016,7,159
62886,42577.10611,Canada,2214,CAN6,Female,9.5,40,7.5,149,0.3,2016,7,104.3
62887,42577.11611,Canada,2224,CAN7,Male,9.5,42-43,9,169,0.3,2016,7,118.3
62888,42577.31611,Germany,2195,GER2,Male,10,43,9.5,169,0,2016,7,169
62889,42577.37611,United States,2235,US13,Male,7.5,40-41,7,149,0.1,2016,7,134.1
62890,42577.37611,United States,2158,US12,Male,9,42,8.5,189,0,2016,7,189
62891,42577.43611,Germany,2156,GER1,Female,8,38-39,6,149,0.2,2016,7,119.2
62892,42577.44611,Germany,2223,GER1,Male,9.5,42-43,9,179,0.2,2016,7,143.2
62893,42577.45611,United States,2200,US12,Female,6.5,37,4.5,189,0.5,2016,7,94.5
62894,42577.47611,United States,2221,US12,Female,8.5,39,6.5,179,0,2016,7,179
62895,42577.48611,United States,2179,US13,Female,9,39-40,7,139,0,2016,7,139
62896,42577.48611,United Kingdom,2206,UK2,Female,8,38-39,6,129,0,2016,7,129
62897,42577.49611,United States,2147,US11,Male,6.5,39,6,139,0,2016,7,139
62898,42577.56611,United States,2224,US11,Male,9.5,42-43,9,159,0,2016,7,159
62899,42577.58611,United States,2230,US2,Male,7.5,40-41,7,189,0,2016,7,189
62900,42577.59611,United States,2231,US10,Male,8.5,41-42,8,159,0.5,2016,7,79.5
62901,42577.68611,Germany,2188,GER2,Male,9,42,8.5,169,0.3,2016,7,118.3
62902,42577.70611,United Kingdom,2180,UK3,Male,11,44,10.5,189,0,2016,7,189
62903,42577.70611,Germany,2221,GER2,Female,8,38-39,6,189,0,2016,7,189
62903,42577.70611,Germany,2171,GER1,Male,9,42,8.5,149,0,2016,7,149
62904,42577.74611,Germany,2192,GER1,Male,12,45,11.5,189,0.2,2016,7,151.2
62905,42577.74611,Germany,2208,GER1,Male,11,44,10.5,199,0.3,2016,7,139.3
62906,42578.05611,Germany,2197,GER2,Male,10.5,43-44,10,179,0.2,2016,7,143.2
62907,42578.06611,Germany,2222,GER2,Male,10.5,43-44,10,129,0.1,2016,7,116.1
62908,42578.09611,Germany,2209,GER1,Male,9.5,42-43,9,199,0,2016,7,199
62909,42578.10611,United Kingdom,2236,UK1,Male,10.5,43-44,10,139,0,2016,7,139
62910,42578.22611,United States,2198,US1,Male,9.5,42-43,9,199,0.1,2016,7,179.1
62911,42578.30611,Germany,2148,GER3,Male,10,43,9.5,199,0,2016,7,199
62912,42578.43611,United Kingdom,2225,UK2,Male,8.5,41-42,8,169,0,2016,7,169
62913,42578.45611,United States,2223,US12,Female,6.5,37,4.5,129,0,2016,7,129
62914,42578.46611,Germany,2175,GER2,Female,7.5,38,5.5,149,0.1,2016,7,134.1
62915,42578.47611,United States,2221,US13,Male,10,43,9.5,129,0,2016,7,129
62915,42578.47611,United States,2236,US12,Female,9,39-40,7,189,0,2016,7,189
62916,42578.48611,United Kingdom,2185,UK4,Female,8,38-39,6,189,0.1,2016,7,170.1
62917,42578.49611,United States,2206,US10,Male,14,47,13.5,129,0,2016,7,129
62918,42578.59611,Canada,2209,CAN7,Female,12,42-43,10,129,0.3,2016,7,90.3
62919,42578.70611,Germany,2154,GER1,Female,8,38-39,6,169,0.5,2016,7,84.5
62919,42578.70611,Germany,2221,GER2,Female,8,38-39,6,189,0,2016,7,189
62919,42578.70611,Germany,2207,GER1,Female,9,39-40,7,169,0,2016,7,169
62920,42578.74611,Germany,2231,GER1,Female,8,38-39,6,199,0,2016,7,199
62921,42578.83611,United States,2196,US7,Female,6.5,37,4.5,139,0.2,2016,7,111.2
62922,42578.87611,Canada,2169,CAN5,Female,5,35-36,3,159,0,2016,7,159
62923,42578.94611,United States,2158,US14,Female,6.5,37,4.5,169,0,2016,7,169
62924,42578.99611,Germany,2225,GER1,Male,10,43,9.5,189,0,2016,7,189
62925,42579.09611,United States,2190,US14,Female,8,38-39,6,199,0,2016,7,199
62925,42579.09611,United States,2155,US14,Male,9,42,8.5,129,0.2,2016,7,103.2
62926,42579.10611,United States,2179,US12,Male,10.5,43-44,10,129,0.1,2016,7,116.1
62927,42579.11611,Germany,2149,GER2,Female,7.5,38,5.5,189,0.1,2016,7,170.1
62928,42579.20611,Germany,2193,GER2,Female,7.5,38,5.5,179,0,2016,7,179
62929,42579.22611,United States,2161,US2,Male,11,44,10.5,189,0,2016,7,189
62930,42579.37611,Germany,2184,GER2,Female,8,38-39,6,169,0,2016,7,169
62931,42579.37611,United States,2223,US12,Female,8.5,39,6.5,169,0,2016,7,169
62932,42579.43611,Canada,2233,CAN1,Female,9,39-40,7,129,0,2016,7,129
62933,42579.43611,Germany,2205,GER2,Female,8,38-39,6,159,0.3,2016,7,111.3
62934,42579.46611,Canada,2192,CAN7,Male,9.5,42-43,9,129,0,2016,7,129
62935,42579.49611,United States,2226,US13,Male,10,43,9.5,149,0.5,2016,7,74.5
62936,42579.49611,Germany,2221,GER1,Male,9,42,8.5,189,0.3,2016,7,132.3
62937,42579.49611,Canada,2212,CAN7,Female,7,37-38,5,149,0,2016,7,149
62938,42579.50611,United Kingdom,2223,UK1,Male,14,47,13.5,189,0.3,2016,7,132.3
62939,42579.59611,United States,2206,US4,Male,9.5,42-43,9,169,0,2016,7,169
62940,42579.87611,Canada,2234,CAN7,Male,11,44,10.5,159,0.2,2016,7,127.2
62941,42579.94611,Canada,2178,CAN6,Male,9.5,42-43,9,139,0.3,2016,7,97.3
62942,42579.99611,United States,2182,US15,Female,8,38-39,6,179,0.5,2016,7,89.5
62943,42580.08611,United States,2219,US9,Female,6.5,37,4.5,169,0,2016,7,169
62943,42580.08611,United States,2176,US14,Male,10.5,43-44,10,139,0.5,2016,7,69.5
62943,42580.08611,United States,2173,US1,Male,8.5,41-42,8,139,0.5,2016,7,69.5
62944,42580.10611,United States,2188,US1,Female,5.5,36,3.5,129,0.5,2016,7,64.5
62944,42580.10611,United States,2206,US12,Male,11,44,10.5,129,0.3,2016,7,90.3
62945,42580.11611,Germany,2163,GER1,Male,14,47,13.5,149,0.3,2016,7,104.3
62946,42580.18611,United States,2199,US1,Male,11,44,10.5,169,0,2016,7,169
62947,42580.18611,Canada,2237,CAN1,Male,9,42,8.5,189,0.2,2016,7,151.2
62947,42580.18611,Canada,2236,CAN2,Female,8,38-39,6,199,0.3,2016,7,139.3
62948,42580.20611,Germany,2175,GER2,Female,7.5,38,5.5,149,0.1,2016,7,134.1
62949,42580.27611,United States,2167,US12,Female,9,39-40,7,129,0.5,2016,7,64.5
62950,42580.30611,Germany,2156,GER2,Male,12,45,11.5,199,0,2016,7,199
62951,42580.32611,Germany,2199,GER1,Female,8.5,39,6.5,179,0.5,2016,7,89.5
